# 20240814T2003
sample	sex	population	supergroup	verkko_assembly_accession	datatype	filename	file_accession	project_accession	total_num_grt_0bp	total_length_grt_0bp	cov_xfold_grt_0bp_at_3Gbp	length_N50_grt_0bp	length_auN_grt_0bp	total_num_grt_100kbp	cov_xfold_grt_100kbp_at_3Gbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp	matched_name	match_quality	reuse_data
NA20355	female	ASW	AFR	ERZ24811370	hifi	m54329U_210220_055130.ccs	ERR13491981	PRJEB77558	2004588	31378223487	10.5	15652	16189	0	0.0	0	0	0	m54329U_210220_055130.Q20	fuzzy-match	yes
NA20355	female	ASW	AFR	ERZ24811370	hifi	m64076_200930_195351.ccs	ERR13491982	PRJEB77558	1110534	20372929285	6.8	18501	18671	0	0.0	0	0	0	m64076_200930_195351.Q20	fuzzy-match	yes
NA20355	female	ASW	AFR	ERZ24811370	hifi	m64076_201002_180938.ccs	ERR13491983	PRJEB77558	1046368	19293342224	6.4	18598	18769	0	0.0	0	0	0	m64076_201002_180938.Q20	fuzzy-match	yes
NA20355	female	ASW	AFR	ERZ24811370	hifi	m64076_201004_002419.ccs	ERR13491984	PRJEB77558	766780	14014361292	4.7	18433	18605	0	0.0	0	0	0	m64076_201004_002419.Q20	fuzzy-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass	ERR13491985	PRJEB77558	46404	1660511559	0.6	132894	178485	4990	0.3	214115	264409	3	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	20220301_GM20355_UL_eee-prom1-1G-PAJ09797_guppy-5.0.11-sup-prom_fastq_pass	ERR13491986	PRJEB77558	210345	15910377292	5.3	163416	196333	56110	3.8	217068	253484	14	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	20220308_GM20355_UL_eee-prom1-3D-PAJ09168_guppy-5.0.11-sup-prom_fastq_pass	ERR13491987	PRJEB77558	170170	15628268847	5.2	166568	187145	59824	3.9	206764	231464	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211006_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	ERR13491988	PRJEB77558	94704	4102844584	1.4	123564	158390	13071	0.8	193897	231318	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211007_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass	ERR13491989	PRJEB77558	1542	39930336	0.0	138801	167584	119	0.0	224434	244495	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211008_UL_eee-prom1-3G-PAH80048_guppy-5.0.11-sup-prom_fastq_pass	ERR13491990	PRJEB77558	13302	598625872	0.2	110264	138325	1877	0.1	182313	208484	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211019_UL_eee-prom1-1A-PAH61837_guppy-5.0.11-sup-prom_fastq_pass	ERR13491991	PRJEB77558	53	57194	0.0	3133	5639	0	0.0	0	0	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211019_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	ERR13491992	PRJEB77558	175804	5104496738	1.7	80238	97050	13289	0.7	152666	169547	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211021_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass	ERR13491993	PRJEB77558	7842	400373394	0.1	104867	116059	1385	0.1	154555	168316	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211130_UL_eee-prom1-2A-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	ERR13491994	PRJEB77558	396	12514744	0.0	97797	104731	41	0.0	159775	160725	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211130_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	ERR13491995	PRJEB77558	55543	3396151722	1.1	170350	222055	11304	0.8	230388	290859	30	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211202_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass	ERR13491996	PRJEB77558	2969	181959002	0.1	137942	168500	625	0.0	198535	229840	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211208_UL_eee-prom1-1G-PAI74889_guppy-5.0.11-sup-prom_fastq_pass	ERR13491997	PRJEB77558	95627	3643903122	1.2	152740	216827	10001	0.8	255504	319314	23	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211208_UL_eee-prom1-1H-PAI74958_guppy-5.0.11-sup-prom_fastq_pass	ERR13491998	PRJEB77558	221079	13520701270	4.5	196516	246920	42084	3.3	267174	319360	69	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211215_UL_eee-prom1-1F-PAK55502_guppy-5.0.11-sup-prom_fastq_pass	ERR13491999	PRJEB77558	1914	134133459	0.0	144701	176069	466	0.0	200526	235280	0	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211227_UL_eee-prom1-3B-PAJ08036_guppy-5.0.11-sup-prom_fastq_pass	ERR13492000	PRJEB77558	194906	13006582053	4.3	158847	185691	46898	3.1	209008	239848	3	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20211227_UL_eee-prom1-3C-PAJ09836_guppy-5.0.11-sup-prom_fastq_pass	ERR13492001	PRJEB77558	150437	10055471319	3.4	179630	209244	35479	2.5	229794	263260	7	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220104_UL_eee-prom1-1C-PAK51804_guppy-5.0.11-sup-prom_fastq_pass	ERR13492002	PRJEB77558	167896	11150742212	3.7	186178	227633	37510	2.8	243134	288754	34	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220104_UL_eee-prom1-2B-PAJ02890_guppy-5.0.11-sup-prom_fastq_pass	ERR13492003	PRJEB77558	114612	4919968637	1.6	157304	208076	14495	1.1	245031	295118	7	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220105_UL_eee-prom1-2F-PAJ07922_guppy-5.0.11-sup-prom_fastq_pass	ERR13492004	PRJEB77558	83711	4125959257	1.4	148218	202240	12519	0.9	231358	286769	15	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220118_UL_eee-prom1-2B-PAH61789_guppy-5.0.11-sup-prom_fastq_pass	ERR13492005	PRJEB77558	67365	4381594809	1.5	149882	183229	15396	1.0	206193	242778	4	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220118_UL_eee-prom1-2C-PAI19294_guppy-5.0.11-sup-prom_fastq_pass	ERR13492006	PRJEB77558	68029	5716841857	1.9	180260	209246	20946	1.4	224780	257676	4	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220125_UL_eee-prom1-3A-PAJ07962_guppy-5.0.11-sup-prom_fastq_pass	ERR13492007	PRJEB77558	180810	8206490555	2.7	144382	185350	26158	1.8	216721	260617	16	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220125_UL_eee-prom1-3B-PAJ10248_guppy-5.0.11-sup-prom_fastq_pass	ERR13492008	PRJEB77558	110117	6985733590	2.3	138096	167968	24617	1.5	193827	227318	2	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	GM20355_20220125_UL_eee-prom1-3C-PAJ09671_guppy-5.0.11-sup-prom_fastq_pass	ERR13492009	PRJEB77558	209903	15336643488	5.1	140963	168598	54931	3.4	193731	224948	3	exact-match	exact-match	yes
NA20355	female	ASW	AFR	ERZ24811370	ont	all	(summary)	(summary)	2445480	148220876912	49.4	156919	194030	504135	33.9	216712	257999	234	all	(summary)	(summary)
NA20355	female	ASW	AFR	ERZ24811370	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA20509	male	TSI	EUR	ERZ24811753	hifi	JAX_HiFi_NA20509_m64039_220219_181334	ERR11586164	PRJEB58376	971694	15663733252	5.2	16203	17150	0	0.0	0	0	0	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	hifi	JAX_HiFi_NA20509_m64039_220301_041619	ERR11586161	PRJEB58376	1976442	30140261596	10.0	15311	16244	0	0.0	0	0	0	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	hifi	JAX_HiFi_NA20509_m64119_220204_203221	ERR11586163	PRJEB58376	2424620	38993757329	13.0	16155	17109	0	0.0	0	0	0	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	hifi	JAX_HiFi_NA20509_m64119_220211_173309	ERR11586162	PRJEB58376	2406061	38456603917	12.8	16046	16985	0	0.0	0	0	0	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	hifi	all	(summary)	(summary)	7778817	123254356094	41.1	15921	16864	0	0.0	0	0	0	all	(summary)	(summary)
NA20509	male	TSI	EUR	ERZ24811753	ont	20220408_220405_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass	ERR11028103	PRJEB58376	741539	45340232563	15.1	145309	164754	166006	10.2	194095	217282	2	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	ont	20220412_220407_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass	ERR11028123	PRJEB58376	27167	1525342783	0.5	139110	162430	5476	0.3	191907	218579	1	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	ont	20220419_220412_21lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass	ERR11028131	PRJEB58376	820090	42251699376	14.1	129043	150885	143979	8.6	188178	212216	0	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	ont	20230522_230516_23-lee-007_PCA100115_3D-run7_guppy-5.0.11-sup-prom_fastq_pass	ERR12954367	PRJEB75216	1434050	77063037216	25.7	115033	130241	272519	14.8	165350	184018	0	exact-match	exact-match	yes
NA20509	male	TSI	EUR	ERZ24811753	ont	all	(summary)	(summary)	3022846	166180311938	55.4	125739	145202	587980	34.0	178687	201522	3	all	(summary)	(summary)
NA20509	male	TSI	EUR	ERZ24811753	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA20847	female	GIH	SAS	ERZ24811755	hifi	all	(summary)	(summary)	4629427	89467471713	29.8	19421	20238	0	0.0	0	0	0	all	(summary)	(summary)
NA20847	female	GIH	SAS	ERZ24811755	hifi	m64076_220202_232805.hifi_reads	ERR13492010	PRJEB77558	1796374	34901655215	11.6	19516	20343	0	0.0	0	0	0	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	hifi	m64076_220205_003337.hifi_reads	ERR13492011	PRJEB77558	1068036	19838402033	6.6	18573	19389	0	0.0	0	0	0	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	hifi	m64076_220207_222645.hifi_reads	ERR13492012	PRJEB77558	1765017	34727414465	11.6	19843	20618	0	0.0	0	0	0	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	20230404_GM20847_UL_eee-prom1-2D-PAK87862_guppy-5.0.11-sup-prom_fastq_pass	ERR13110615	PRJEB75739	299469	23513060437	7.8	155207	187113	84644	5.5	207117	241859	6	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	20230404_GM20847_UL_eee-prom1-2E-PAK87626_guppy-5.0.11-sup-prom_fastq_pass	ERR13110616	PRJEB75739	527197	40594956566	13.5	149529	174850	151183	9.4	196267	225276	5	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	20230405_GM20847_UL_eee-prom1-2D-PAK87862_guppy-5.0.11-sup-prom_fastq_pass	ERR13110617	PRJEB75739	222969	19075724702	6.4	160338	184909	73428	4.7	201230	229917	0	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	20230411_GM20847_UL_eee-prom1-3C-PAK94133_guppy-5.0.11-sup-prom_fastq_pass	ERR13110618	PRJEB75739	216012	15881692816	5.3	149854	180839	56169	3.6	205436	238045	5	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	20230412_GM20847_UL_eee-prom1-3C-PAK94133_guppy-5.0.11-sup-prom_fastq_pass	ERR13110619	PRJEB75739	87069	7084915689	2.4	151552	179918	25863	1.6	202782	232498	1	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	20230413_GM20847_UL_eee-prom1-3C-PAK94133_guppy-5.0.11-sup-prom_fastq_pass	ERR13110620	PRJEB75739	53311	4372010069	1.5	153771	177480	16555	1.0	198615	224911	1	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	20230414_GM20847_UL_eee-prom1-2D-PAM00916_guppy-5.0.11-sup-prom_fastq_pass	ERR13110621	PRJEB75739	139383	11891046835	4.0	161779	184850	45611	2.9	202466	229854	0	exact-match	exact-match	yes
NA20847	female	GIH	SAS	ERZ24811755	ont	all	(summary)	(summary)	1545410	122413407114	40.8	153804	180908	453453	28.8	201203	231661	18	all	(summary)	(summary)
NA20847	female	GIH	SAS	ERZ24811755	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA21487	female	MKK	AFR	ERZ24811354	hifi	all	(summary)	(summary)	7440318	131186269870	43.7	17886	18363	0	0.0	0	0	0	all	(summary)	(summary)
NA21487	female	MKK	AFR	ERZ24811354	hifi	m54329U_210405_202314.hifi_reads	ERR13492013	PRJEB77558	1487028	26242385498	8.7	17910	18380	0	0.0	0	0	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	hifi	m54329U_210408_003536.hifi_reads	ERR13492014	PRJEB77558	1541620	27229688040	9.1	17933	18399	0	0.0	0	0	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	hifi	m54329U_210409_201342.hifi_reads	ERR13492015	PRJEB77558	1279156	22352355351	7.5	17700	18191	0	0.0	0	0	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	hifi	m64076_210325_045024.hifi_reads	ERR13492016	PRJEB77558	1575433	28117269140	9.4	18135	18590	0	0.0	0	0	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	hifi	m64076_210409_201438.hifi_reads	ERR13492017	PRJEB77558	1557081	27244571841	9.1	17718	18216	0	0.0	0	0	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	20220215_GM21487_UL_eee-prom1-1H-PAJ09274_guppy-5.0.11-sup-prom_fastq_pass	ERR13492018	PRJEB77558	786143	38628632164	12.9	142591	186785	120474	8.2	219054	265245	55	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	20220308_GM21487_UL_eee-prom1-3E-PAJ09752_guppy-5.0.11-sup-prom_fastq_pass	ERR13492019	PRJEB77558	555375	32166029889	10.7	142458	182977	103719	6.9	212343	255582	27	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20210928_UL_eee-prom1-3B-PAH32438_guppy-5.0.11-sup-prom_fastq_pass	ERR13492020	PRJEB77558	963	57434442	0.0	110383	138858	181	0.0	178859	206200	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211019_UL_eee-prom1-3D-PAI04403_guppy-5.0.11-sup-prom_fastq_pass	ERR13492021	PRJEB77558	151	701634	0.0	13532	33656	1	0.0	123725	123725	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211109_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	ERR13492022	PRJEB77558	1494813	10885975225	3.6	61044	82070	21571	1.1	150903	175092	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211110-2_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	ERR13492023	PRJEB77558	286126	3213243689	1.1	68283	87643	7020	0.4	148313	172698	1	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211110_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	ERR13492024	PRJEB77558	17852	95353503	0.0	53851	73494	174	0.0	146060	165143	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211110_UL_eee-prom1-1E-PAI04403_guppy-5.0.11-sup-prom_fastq_pass	ERR13492025	PRJEB77558	583114	8700029411	2.9	70465	88948	19696	1.0	150105	170193	2	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211111_UL_eee-prom1-1A-PAI18572_guppy-5.0.11-sup-prom_fastq_pass	ERR13492026	PRJEB77558	66152	363113096	0.1	66140	86364	797	0.0	144653	177692	1	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211220_UL_eee-prom1-1G-PAJ02891_guppy-5.0.11-sup-prom_fastq_pass	ERR13492027	PRJEB77558	558498	37641716525	12.5	157451	193132	127606	8.6	218661	256372	16	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211227_UL_eee-prom1-3E-PAJ09825_guppy-5.0.11-sup-prom_fastq_pass	ERR13492028	PRJEB77558	359207	17736218797	5.9	132021	164723	57361	3.6	200383	235126	3	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20211227_UL_eee-prom1-3F-PAJ08016_guppy-5.0.11-sup-prom_fastq_pass	ERR13492029	PRJEB77558	318775	20281335709	6.8	172908	208530	69193	4.9	229875	269123	12	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20220104_UL_eee-prom1-1E-PAJ02885_guppy-5.0.11-sup-prom_fastq_pass	ERR13492030	PRJEB77558	566679	26965517183	9.0	120363	159181	78997	5.1	207491	242178	1	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	GM21487_20220118_UL_eee-prom1-2D-PAH36599_guppy-5.0.11-sup-prom_fastq_pass	ERR13492031	PRJEB77558	1204	66108782	0.0	123080	146188	240	0.0	172700	203089	0	exact-match	exact-match	yes
NA21487	female	MKK	AFR	ERZ24811354	ont	all	(summary)	(summary)	5595052	196801410049	65.6	131676	171842	607030	39.8	209589	250580	118	all	(summary)	(summary)
NA21487	female	MKK	AFR	ERZ24811354	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m54329U_201103_231616.Q20	external	PRJNA731524	1238949	22838743498	7.6	18478	18540	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64004_210224_230828.hifi_reads	external	PRJNA813010	1624168	30523375739	10.2	19303	19945	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64011_190830_220126.Q20	external	PRJNA586863	1423276	26318110120	8.8	18563	18749	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64011_190901_095311.Q20	external	PRJNA586863	1350541	24966981770	8.3	18553	18741	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64012_190920_173625.Q20	external	PRJNA586863	2285285	29371345927	9.8	12879	12966	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64012_190921_234837.Q20	external	PRJNA586863	2325069	29892713579	10.0	12882	12969	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64014_210227_165255.hifi_reads	external	PRJNA813010	1690729	32350175787	10.8	19605	20384	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64015e_210223_010616.hifi_reads	external	PRJNA813010	1807309	34054840689	11.4	19167	19879	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64015e_210224_100310.hifi_reads	external	PRJNA813010	1713103	32574729490	10.9	19354	20035	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64076_201013_225902.Q20	external	PRJNA731524	849857	17328670239	5.8	20054	20807	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64076_201016_191536.Q20	external	PRJNA731524	913451	19201161177	6.4	20444	21628	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64076_210309_014547.hifi_reads	external	PRJNA731524	1482472	25429174576	8.5	18021	18506	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	NA24385_m64076_210310_104300.hifi_reads	external	PRJNA731524	1564793	29407209333	9.8	19280	19903	0	0.0	0	0	0	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	hifi	all	(summary)	(summary)	20269002	354257231924	118.1	18318	18582	0	0.0	0	0	0	all	(summary)	(summary)
NA24385	male	ASK	EUR	ERZ24811750	ont	03_08_22_R941_HG002_1_Guppy_6.0.6_prom_sup	external	AWS:S3:human-pangenomics:NHGRI_UCSC_panel/HG002/nanopore/ultra-long	2734008	112672884860	37.6	83512	97807	307119	15.0	144386	163868	20	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	ont	03_08_22_R941_HG002_2_Guppy_6.0.6_prom_sup	external	AWS:S3:human-pangenomics:NHGRI_UCSC_panel/HG002/nanopore/ultra-long	1715740	64223357195	21.4	74821	89104	153934	7.4	140812	159869	13	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	ont	03_08_22_R941_HG002_3_Guppy_6.0.6_prom_sup	external	AWS:S3:human-pangenomics:NHGRI_UCSC_panel/HG002/nanopore/ultra-long	1607569	70291031955	23.4	84597	99148	194662	9.5	143566	164529	16	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	ont	03_08_22_R941_HG002_4_Guppy_6.0.6_prom_sup	external	AWS:S3:human-pangenomics:NHGRI_UCSC_panel/HG002/nanopore/ultra-long	2736989	120675849866	40.2	81130	92731	320767	15.1	138934	155022	14	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	ont	03_08_22_R941_HG002_5_Guppy_6.0.6_prom_sup	external	AWS:S3:human-pangenomics:NHGRI_UCSC_panel/HG002/nanopore/ultra-long	2448097	104599772407	34.9	79197	91019	269307	12.7	138497	154805	14	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	ont	03_08_22_R941_HG002_6_Guppy_6.0.6_prom_sup	external	AWS:S3:human-pangenomics:NHGRI_UCSC_panel/HG002/nanopore/ultra-long	2664082	109634857137	36.5	78524	90803	278704	13.2	138694	156094	18	exact-match	exact-match	yes
NA24385	male	ASK	EUR	ERZ24811750	ont	all	(summary)	(summary)	13906485	582097753420	194.0	80417	93418	1524493	72.8	140645	158729	95	all	(summary)	(summary)
NA24385	male	ASK	EUR	ERZ24811750	strandseq	all	(summary)	AWS:S3:human-pangenomics:NHGRI_UCSC_panel/HG002/hpp_HG002_NA24385_son_v1/Strand_seq/2019-12-16-HWVTJAFXY	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
